Geography,Date,Type,Percent Change from Baseline,ID Geography
"New Jersey","2020/02/15","Retail and Recreation",3,"04000US34"
"New Jersey","2020/02/16","Retail and Recreation",4,"04000US34"
"New Jersey","2020/02/17","Retail and Recreation",14,"04000US34"
"New Jersey","2020/02/18","Retail and Recreation",1,"04000US34"
"New Jersey","2020/02/19","Retail and Recreation",2,"04000US34"
"New Jersey","2020/02/20","Retail and Recreation",1,"04000US34"
"New Jersey","2020/02/21","Retail and Recreation",-1,"04000US34"
"New Jersey","2020/02/22","Retail and Recreation",7,"04000US34"
"New Jersey","2020/02/23","Retail and Recreation",6,"04000US34"
"New Jersey","2020/02/24","Retail and Recreation",1,"04000US34"
"New Jersey","2020/02/25","Retail and Recreation",-1,"04000US34"
"New Jersey","2020/02/26","Retail and Recreation",3,"04000US34"
"New Jersey","2020/02/27","Retail and Recreation",2,"04000US34"
"New Jersey","2020/02/28","Retail and Recreation",2,"04000US34"
"New Jersey","2020/02/29","Retail and Recreation",7,"04000US34"
"New Jersey","2020/03/01","Retail and Recreation",8,"04000US34"
"New Jersey","2020/03/02","Retail and Recreation",6,"04000US34"
"New Jersey","2020/03/03","Retail and Recreation",4,"04000US34"
"New Jersey","2020/03/04","Retail and Recreation",8,"04000US34"
"New Jersey","2020/03/05","Retail and Recreation",7,"04000US34"
"New Jersey","2020/03/06","Retail and Recreation",-2,"04000US34"
"New Jersey","2020/03/07","Retail and Recreation",9,"04000US34"
"New Jersey","2020/03/08","Retail and Recreation",8,"04000US34"
"New Jersey","2020/03/09","Retail and Recreation",8,"04000US34"
"New Jersey","2020/03/10","Retail and Recreation",5,"04000US34"
"New Jersey","2020/03/11","Retail and Recreation",6,"04000US34"
"New Jersey","2020/03/12","Retail and Recreation",5,"04000US34"
"New Jersey","2020/03/13","Retail and Recreation",-1,"04000US34"
"New Jersey","2020/03/14","Retail and Recreation",-7,"04000US34"
"New Jersey","2020/03/15","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/03/16","Retail and Recreation",-10,"04000US34"
"New Jersey","2020/03/17","Retail and Recreation",-27,"04000US34"
"New Jersey","2020/03/18","Retail and Recreation",-30,"04000US34"
"New Jersey","2020/03/19","Retail and Recreation",-35,"04000US34"
"New Jersey","2020/03/20","Retail and Recreation",-35,"04000US34"
"New Jersey","2020/03/21","Retail and Recreation",-42,"04000US34"
"New Jersey","2020/03/22","Retail and Recreation",-57,"04000US34"
"New Jersey","2020/03/23","Retail and Recreation",-56,"04000US34"
"New Jersey","2020/03/24","Retail and Recreation",-46,"04000US34"
"New Jersey","2020/03/25","Retail and Recreation",-51,"04000US34"
"New Jersey","2020/03/26","Retail and Recreation",-46,"04000US34"
"New Jersey","2020/03/27","Retail and Recreation",-48,"04000US34"
"New Jersey","2020/03/28","Retail and Recreation",-59,"04000US34"
"New Jersey","2020/03/29","Retail and Recreation",-59,"04000US34"
"New Jersey","2020/03/30","Retail and Recreation",-49,"04000US34"
"New Jersey","2020/03/31","Retail and Recreation",-49,"04000US34"
"New Jersey","2020/04/01","Retail and Recreation",-47,"04000US34"
"New Jersey","2020/04/02","Retail and Recreation",-51,"04000US34"
"New Jersey","2020/04/03","Retail and Recreation",-62,"04000US34"
"New Jersey","2020/04/04","Retail and Recreation",-64,"04000US34"
"New Jersey","2020/04/05","Retail and Recreation",-66,"04000US34"
"New Jersey","2020/04/06","Retail and Recreation",-58,"04000US34"
"New Jersey","2020/04/07","Retail and Recreation",-57,"04000US34"
"New Jersey","2020/04/08","Retail and Recreation",-58,"04000US34"
"New Jersey","2020/04/09","Retail and Recreation",-61,"04000US34"
"New Jersey","2020/04/10","Retail and Recreation",-62,"04000US34"
"New Jersey","2020/04/11","Retail and Recreation",-61,"04000US34"
"New Jersey","2020/04/12","Retail and Recreation",-76,"04000US34"
"New Jersey","2020/04/13","Retail and Recreation",-70,"04000US34"
"New Jersey","2020/04/14","Retail and Recreation",-58,"04000US34"
"New Jersey","2020/04/15","Retail and Recreation",-56,"04000US34"
"New Jersey","2020/04/16","Retail and Recreation",-58,"04000US34"
"New Jersey","2020/04/17","Retail and Recreation",-59,"04000US34"
"New Jersey","2020/04/18","Retail and Recreation",-64,"04000US34"
"New Jersey","2020/04/19","Retail and Recreation",-62,"04000US34"
"New Jersey","2020/04/20","Retail and Recreation",-58,"04000US34"
"New Jersey","2020/04/21","Retail and Recreation",-60,"04000US34"
"New Jersey","2020/04/22","Retail and Recreation",-56,"04000US34"
"New Jersey","2020/04/23","Retail and Recreation",-58,"04000US34"
"New Jersey","2020/04/24","Retail and Recreation",-62,"04000US34"
"New Jersey","2020/04/25","Retail and Recreation",-57,"04000US34"
"New Jersey","2020/04/26","Retail and Recreation",-67,"04000US34"
"New Jersey","2020/04/27","Retail and Recreation",-57,"04000US34"
"New Jersey","2020/04/28","Retail and Recreation",-51,"04000US34"
"New Jersey","2020/04/29","Retail and Recreation",-54,"04000US34"
"New Jersey","2020/04/30","Retail and Recreation",-56,"04000US34"
"New Jersey","2020/05/01","Retail and Recreation",-53,"04000US34"
"New Jersey","2020/05/02","Retail and Recreation",-50,"04000US34"
"New Jersey","2020/05/03","Retail and Recreation",-52,"04000US34"
"New Jersey","2020/05/04","Retail and Recreation",-47,"04000US34"
"New Jersey","2020/05/05","Retail and Recreation",-46,"04000US34"
"New Jersey","2020/05/06","Retail and Recreation",-52,"04000US34"
"New Jersey","2020/05/07","Retail and Recreation",-47,"04000US34"
"New Jersey","2020/05/08","Retail and Recreation",-53,"04000US34"
"New Jersey","2020/05/09","Retail and Recreation",-50,"04000US34"
"New Jersey","2020/05/10","Retail and Recreation",-47,"04000US34"
"New Jersey","2020/05/11","Retail and Recreation",-51,"04000US34"
"New Jersey","2020/05/12","Retail and Recreation",-47,"04000US34"
"New Jersey","2020/05/13","Retail and Recreation",-44,"04000US34"
"New Jersey","2020/05/14","Retail and Recreation",-44,"04000US34"
"New Jersey","2020/05/15","Retail and Recreation",-45,"04000US34"
"New Jersey","2020/05/16","Retail and Recreation",-45,"04000US34"
"New Jersey","2020/05/17","Retail and Recreation",-46,"04000US34"
"New Jersey","2020/05/18","Retail and Recreation",-42,"04000US34"
"New Jersey","2020/05/19","Retail and Recreation",-42,"04000US34"
"New Jersey","2020/05/20","Retail and Recreation",-41,"04000US34"
"New Jersey","2020/05/21","Retail and Recreation",-39,"04000US34"
"New Jersey","2020/05/22","Retail and Recreation",-44,"04000US34"
"New Jersey","2020/05/23","Retail and Recreation",-50,"04000US34"
"New Jersey","2020/05/24","Retail and Recreation",-43,"04000US34"
"New Jersey","2020/05/25","Retail and Recreation",-44,"04000US34"
"New Jersey","2020/05/26","Retail and Recreation",-39,"04000US34"
"New Jersey","2020/05/27","Retail and Recreation",-39,"04000US34"
"New Jersey","2020/05/28","Retail and Recreation",-42,"04000US34"
"New Jersey","2020/05/29","Retail and Recreation",-43,"04000US34"
"New Jersey","2020/05/30","Retail and Recreation",-40,"04000US34"
"New Jersey","2020/05/31","Retail and Recreation",-40,"04000US34"
"New Jersey","2020/06/01","Retail and Recreation",-37,"04000US34"
"New Jersey","2020/06/02","Retail and Recreation",-38,"04000US34"
"New Jersey","2020/06/03","Retail and Recreation",-39,"04000US34"
"New Jersey","2020/06/04","Retail and Recreation",-36,"04000US34"
"New Jersey","2020/06/05","Retail and Recreation",-41,"04000US34"
"New Jersey","2020/06/06","Retail and Recreation",-38,"04000US34"
"New Jersey","2020/06/07","Retail and Recreation",-36,"04000US34"
"New Jersey","2020/06/08","Retail and Recreation",-33,"04000US34"
"New Jersey","2020/06/09","Retail and Recreation",-32,"04000US34"
"New Jersey","2020/06/10","Retail and Recreation",-33,"04000US34"
"New Jersey","2020/06/11","Retail and Recreation",-37,"04000US34"
"New Jersey","2020/06/12","Retail and Recreation",-34,"04000US34"
"New Jersey","2020/06/13","Retail and Recreation",-34,"04000US34"
"New Jersey","2020/06/14","Retail and Recreation",-34,"04000US34"
"New Jersey","2020/06/15","Retail and Recreation",-26,"04000US34"
"New Jersey","2020/06/16","Retail and Recreation",-26,"04000US34"
"New Jersey","2020/06/17","Retail and Recreation",-27,"04000US34"
"New Jersey","2020/06/18","Retail and Recreation",-28,"04000US34"
"New Jersey","2020/06/19","Retail and Recreation",-29,"04000US34"
"New Jersey","2020/06/20","Retail and Recreation",-29,"04000US34"
"New Jersey","2020/06/21","Retail and Recreation",-30,"04000US34"
"New Jersey","2020/06/22","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/06/23","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/06/24","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/06/25","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/06/26","Retail and Recreation",-27,"04000US34"
"New Jersey","2020/06/27","Retail and Recreation",-30,"04000US34"
"New Jersey","2020/06/28","Retail and Recreation",-28,"04000US34"
"New Jersey","2020/06/29","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/06/30","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/07/01","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/07/02","Retail and Recreation",-10,"04000US34"
"New Jersey","2020/07/03","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/07/04","Retail and Recreation",-38,"04000US34"
"New Jersey","2020/07/05","Retail and Recreation",-29,"04000US34"
"New Jersey","2020/07/06","Retail and Recreation",-24,"04000US34"
"New Jersey","2020/07/07","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/07/08","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/07/09","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/07/10","Retail and Recreation",-39,"04000US34"
"New Jersey","2020/07/11","Retail and Recreation",-24,"04000US34"
"New Jersey","2020/07/12","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/07/13","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/07/14","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/07/15","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/07/16","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/07/17","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/07/18","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/07/19","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/07/20","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/07/21","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/07/22","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/07/23","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/07/24","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/07/25","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/07/26","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/07/27","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/07/28","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/07/29","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/07/30","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/07/31","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/08/01","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/08/02","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/08/03","Retail and Recreation",-12,"04000US34"
"New Jersey","2020/08/04","Retail and Recreation",-32,"04000US34"
"New Jersey","2020/08/05","Retail and Recreation",-7,"04000US34"
"New Jersey","2020/08/06","Retail and Recreation",-12,"04000US34"
"New Jersey","2020/08/07","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/08/08","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/08/09","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/08/10","Retail and Recreation",-13,"04000US34"
"New Jersey","2020/08/11","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/08/12","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/08/13","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/08/14","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/08/15","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/08/16","Retail and Recreation",-27,"04000US34"
"New Jersey","2020/08/17","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/08/18","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/08/19","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/08/20","Retail and Recreation",-12,"04000US34"
"New Jersey","2020/08/21","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/08/22","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/08/23","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/08/24","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/08/25","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/08/26","Retail and Recreation",-12,"04000US34"
"New Jersey","2020/08/27","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/08/28","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/08/29","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/08/30","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/08/31","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/09/01","Retail and Recreation",-13,"04000US34"
"New Jersey","2020/09/02","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/09/03","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/09/04","Retail and Recreation",-13,"04000US34"
"New Jersey","2020/09/05","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/09/06","Retail and Recreation",-11,"04000US34"
"New Jersey","2020/09/07","Retail and Recreation",-8,"04000US34"
"New Jersey","2020/09/08","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/09","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/09/10","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/09/11","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/09/12","Retail and Recreation",-13,"04000US34"
"New Jersey","2020/09/13","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/09/14","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/15","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/09/16","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/17","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/09/18","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/09/19","Retail and Recreation",-12,"04000US34"
"New Jersey","2020/09/20","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/21","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/22","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/23","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/24","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/09/25","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/09/26","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/09/27","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/09/28","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/09/29","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/09/30","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/10/01","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/10/02","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/03","Retail and Recreation",-12,"04000US34"
"New Jersey","2020/10/04","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/10/05","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/10/06","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/10/07","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/08","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/10/09","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/10/10","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/10/11","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/10/12","Retail and Recreation",-25,"04000US34"
"New Jersey","2020/10/13","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/10/14","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/10/15","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/10/16","Retail and Recreation",-28,"04000US34"
"New Jersey","2020/10/17","Retail and Recreation",-13,"04000US34"
"New Jersey","2020/10/18","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/10/19","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/10/20","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/10/21","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/22","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/23","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/24","Retail and Recreation",-14,"04000US34"
"New Jersey","2020/10/25","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/26","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/10/27","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/10/28","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/10/29","Retail and Recreation",-28,"04000US34"
"New Jersey","2020/10/30","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/10/31","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/11/01","Retail and Recreation",-26,"04000US34"
"New Jersey","2020/11/02","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/11/03","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/11/04","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/11/05","Retail and Recreation",-17,"04000US34"
"New Jersey","2020/11/06","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/11/07","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/11/08","Retail and Recreation",-16,"04000US34"
"New Jersey","2020/11/09","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/11/10","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/11/11","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/11/12","Retail and Recreation",-25,"04000US34"
"New Jersey","2020/11/13","Retail and Recreation",-25,"04000US34"
"New Jersey","2020/11/14","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/11/15","Retail and Recreation",-24,"04000US34"
"New Jersey","2020/11/16","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/11/17","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/11/18","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/11/19","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/11/20","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/11/21","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/11/22","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/11/23","Retail and Recreation",-18,"04000US34"
"New Jersey","2020/11/24","Retail and Recreation",-13,"04000US34"
"New Jersey","2020/11/25","Retail and Recreation",-2,"04000US34"
"New Jersey","2020/11/26","Retail and Recreation",-63,"04000US34"
"New Jersey","2020/11/27","Retail and Recreation",-27,"04000US34"
"New Jersey","2020/11/28","Retail and Recreation",-25,"04000US34"
"New Jersey","2020/11/29","Retail and Recreation",-24,"04000US34"
"New Jersey","2020/11/30","Retail and Recreation",-32,"04000US34"
"New Jersey","2020/12/01","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/12/02","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/12/03","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/12/04","Retail and Recreation",-26,"04000US34"
"New Jersey","2020/12/05","Retail and Recreation",-25,"04000US34"
"New Jersey","2020/12/06","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/12/07","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/12/08","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/12/09","Retail and Recreation",-24,"04000US34"
"New Jersey","2020/12/10","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/12/11","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/12/12","Retail and Recreation",-21,"04000US34"
"New Jersey","2020/12/13","Retail and Recreation",-19,"04000US34"
"New Jersey","2020/12/14","Retail and Recreation",-23,"04000US34"
"New Jersey","2020/12/15","Retail and Recreation",-10,"04000US34"
"New Jersey","2020/12/16","Retail and Recreation",-31,"04000US34"
"New Jersey","2020/12/17","Retail and Recreation",-48,"04000US34"
"New Jersey","2020/12/18","Retail and Recreation",-26,"04000US34"
"New Jersey","2020/12/19","Retail and Recreation",-20,"04000US34"
"New Jersey","2020/12/20","Retail and Recreation",-22,"04000US34"
"New Jersey","2020/12/21","Retail and Recreation",-9,"04000US34"
"New Jersey","2020/12/22","Retail and Recreation",-5,"04000US34"
"New Jersey","2020/12/23","Retail and Recreation",5,"04000US34"
"New Jersey","2020/12/24","Retail and Recreation",-7,"04000US34"
"New Jersey","2020/12/25","Retail and Recreation",-81,"04000US34"
"New Jersey","2020/12/26","Retail and Recreation",-33,"04000US34"
"New Jersey","2020/12/27","Retail and Recreation",-30,"04000US34"
"New Jersey","2020/12/28","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/12/29","Retail and Recreation",-15,"04000US34"
"New Jersey","2020/12/30","Retail and Recreation",-10,"04000US34"
"New Jersey","2020/12/31","Retail and Recreation",-9,"04000US34"
"New Jersey","2021/01/01","Retail and Recreation",-53,"04000US34"
"New Jersey","2021/01/02","Retail and Recreation",-27,"04000US34"
"New Jersey","2021/01/03","Retail and Recreation",-40,"04000US34"
"New Jersey","2021/01/04","Retail and Recreation",-25,"04000US34"
"New Jersey","2021/01/05","Retail and Recreation",-26,"04000US34"
"New Jersey","2021/01/06","Retail and Recreation",-27,"04000US34"
"New Jersey","2021/01/07","Retail and Recreation",-28,"04000US34"
"New Jersey","2021/01/08","Retail and Recreation",-31,"04000US34"
"New Jersey","2021/01/09","Retail and Recreation",-26,"04000US34"
"New Jersey","2021/01/10","Retail and Recreation",-28,"04000US34"
"New Jersey","2021/01/11","Retail and Recreation",-28,"04000US34"
"New Jersey","2021/01/12","Retail and Recreation",-27,"04000US34"
"New Jersey","2021/01/13","Retail and Recreation",-28,"04000US34"
"New Jersey","2021/01/14","Retail and Recreation",-28,"04000US34"
"New Jersey","2021/01/15","Retail and Recreation",-32,"04000US34"
"New Jersey","2021/01/16","Retail and Recreation",-27,"04000US34"
"New Jersey","2021/01/17","Retail and Recreation",-29,"04000US34"
"New Jersey","2021/01/18","Retail and Recreation",-20,"04000US34"
"New Jersey","2021/01/19","Retail and Recreation",-28,"04000US34"
"New Jersey","2021/01/20","Retail and Recreation",-31,"04000US34"
"New Jersey","2021/01/21","Retail and Recreation",-30,"04000US34"
"New Jersey","2021/01/22","Retail and Recreation",-30,"04000US34"
"New Jersey","2021/01/23","Retail and Recreation",-27,"04000US34"
"New Jersey","2021/01/24","Retail and Recreation",-31,"04000US34"
"New Jersey","2021/01/25","Retail and Recreation",-29,"04000US34"
"New Jersey","2021/01/26","Retail and Recreation",-38,"04000US34"
"New Jersey","2020/02/15","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/02/16","Grocery and Pharmacy",-4,"04000US34"
"New Jersey","2020/02/17","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/02/18","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/02/19","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/02/20","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/02/21","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/02/22","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/02/23","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/02/24","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/02/25","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/02/26","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/02/27","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/02/28","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/02/29","Grocery and Pharmacy",2,"04000US34"
"New Jersey","2020/03/01","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/03/02","Grocery and Pharmacy",5,"04000US34"
"New Jersey","2020/03/03","Grocery and Pharmacy",6,"04000US34"
"New Jersey","2020/03/04","Grocery and Pharmacy",7,"04000US34"
"New Jersey","2020/03/05","Grocery and Pharmacy",9,"04000US34"
"New Jersey","2020/03/06","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/03/07","Grocery and Pharmacy",9,"04000US34"
"New Jersey","2020/03/08","Grocery and Pharmacy",6,"04000US34"
"New Jersey","2020/03/09","Grocery and Pharmacy",8,"04000US34"
"New Jersey","2020/03/10","Grocery and Pharmacy",10,"04000US34"
"New Jersey","2020/03/11","Grocery and Pharmacy",12,"04000US34"
"New Jersey","2020/03/12","Grocery and Pharmacy",25,"04000US34"
"New Jersey","2020/03/13","Grocery and Pharmacy",27,"04000US34"
"New Jersey","2020/03/14","Grocery and Pharmacy",16,"04000US34"
"New Jersey","2020/03/15","Grocery and Pharmacy",6,"04000US34"
"New Jersey","2020/03/16","Grocery and Pharmacy",18,"04000US34"
"New Jersey","2020/03/17","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/03/18","Grocery and Pharmacy",1,"04000US34"
"New Jersey","2020/03/19","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/03/20","Grocery and Pharmacy",4,"04000US34"
"New Jersey","2020/03/21","Grocery and Pharmacy",-1,"04000US34"
"New Jersey","2020/03/22","Grocery and Pharmacy",-31,"04000US34"
"New Jersey","2020/03/23","Grocery and Pharmacy",-34,"04000US34"
"New Jersey","2020/03/24","Grocery and Pharmacy",-18,"04000US34"
"New Jersey","2020/03/25","Grocery and Pharmacy",-27,"04000US34"
"New Jersey","2020/03/26","Grocery and Pharmacy",-19,"04000US34"
"New Jersey","2020/03/27","Grocery and Pharmacy",-21,"04000US34"
"New Jersey","2020/03/28","Grocery and Pharmacy",-32,"04000US34"
"New Jersey","2020/03/29","Grocery and Pharmacy",-33,"04000US34"
"New Jersey","2020/03/30","Grocery and Pharmacy",-25,"04000US34"
"New Jersey","2020/03/31","Grocery and Pharmacy",-24,"04000US34"
"New Jersey","2020/04/01","Grocery and Pharmacy",-21,"04000US34"
"New Jersey","2020/04/02","Grocery and Pharmacy",-15,"04000US34"
"New Jersey","2020/04/03","Grocery and Pharmacy",0,"04000US34"
"New Jersey","2020/04/04","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/04/05","Grocery and Pharmacy",-11,"04000US34"
"New Jersey","2020/04/06","Grocery and Pharmacy",-2,"04000US34"
"New Jersey","2020/04/07","Grocery and Pharmacy",-5,"04000US34"
"New Jersey","2020/04/08","Grocery and Pharmacy",-7,"04000US34"
"New Jersey","2020/04/09","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/04/10","Grocery and Pharmacy",-8,"04000US34"
"New Jersey","2020/04/11","Grocery and Pharmacy",-3,"04000US34"
"New Jersey","2020/04/12","Grocery and Pharmacy",-48,"04000US34"
"New Jersey","2020/04/13","Grocery and Pharmacy",-40,"04000US34"
"New Jersey","2020/04/14","Grocery and Pharmacy",-19,"04000US34"
"New Jersey","2020/04/15","Grocery and Pharmacy",-20,"04000US34"
"New Jersey","2020/04/16","Grocery and Pharmacy",-20,"04000US34"
"New Jersey","2020/04/17","Grocery and Pharmacy",-22,"04000US34"
"New Jersey","2020/04/18","Grocery and Pharmacy",-27,"04000US34"
"New Jersey","2020/04/19","Grocery and Pharmacy",-28,"04000US34"
"New Jersey","2020/04/20","Grocery and Pharmacy",-24,"04000US34"
"New Jersey","2020/04/21","Grocery and Pharmacy",-25,"04000US34"
"New Jersey","2020/04/22","Grocery and Pharmacy",-20,"04000US34"
"New Jersey","2020/04/23","Grocery and Pharmacy",-21,"04000US34"
"New Jersey","2020/04/24","Grocery and Pharmacy",-27,"04000US34"
"New Jersey","2020/04/25","Grocery and Pharmacy",-19,"04000US34"
