week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,Timestamp,Date,ID Geography,Geography
4/11/2020,4/4/2020,04000US27,Minnesota,93133,341578,2864234,11.93,1.58658E+12,"April 11th, 2020",04000US27,Minnesota
4/11/2020,4/4/2020,04000US34,New Jersey,141420,429388,4025826,10.67,1.58658E+12,"April 11th, 2020",04000US34,New Jersey
4/11/2020,4/4/2020,04000US55,Wisconsin,70000,262847,2853837,9.21,1.58658E+12,"April 11th, 2020",04000US55,Wisconsin
4/4/2020,3/28/2020,04000US08,Colorado,46326,73584,2650335,2.78,1.58597E+12,"April 4th, 2020",04000US08,Colorado
4/4/2020,3/28/2020,04000US22,Louisiana,100621,116690,1892522,6.17,1.58597E+12,"April 4th, 2020",04000US22,Louisiana
4/4/2020,3/28/2020,04000US27,Minnesota,110260,248023,2859937,8.67,1.58597E+12,"April 4th, 2020",04000US27,Minnesota
4/4/2020,3/28/2020,04000US34,New Jersey,214836,276119,4015146,6.88,1.58597E+12,"April 4th, 2020",04000US34,New Jersey
4/4/2020,3/28/2020,04000US55,Wisconsin,104823,208387,2851929,7.31,1.58597E+12,"April 4th, 2020",04000US55,Wisconsin
3/28/2020,3/21/2020,04000US08,Colorado,61838,21956,2650335,0.83,1.58537E+12,"March 28th, 2020",04000US08,Colorado
3/28/2020,3/21/2020,04000US22,Louisiana,97400,58027,1892522,3.07,1.58537E+12,"March 28th, 2020",04000US22,Louisiana
3/28/2020,3/21/2020,04000US27,Minnesota,109095,160873,2859937,5.63,1.58537E+12,"March 28th, 2020",04000US27,Minnesota
3/28/2020,3/21/2020,04000US34,New Jersey,206253,156181,4015146,3.89,1.58537E+12,"March 28th, 2020",04000US34,New Jersey
3/28/2020,3/21/2020,04000US55,Wisconsin,110934,99574,2851929,3.49,1.58537E+12,"March 28th, 2020",04000US55,Wisconsin
3/21/2020,3/14/2020,04000US08,Colorado,19774,21309,2650335,0.8,1.58476E+12,"March 21st, 2020",04000US08,Colorado
3/21/2020,3/14/2020,04000US22,Louisiana,72438,14143,1892522,0.75,1.58476E+12,"March 21st, 2020",04000US22,Louisiana
3/21/2020,3/14/2020,04000US27,Minnesota,115773,66787,2859937,2.34,1.58476E+12,"March 21st, 2020",04000US27,Minnesota
3/21/2020,3/14/2020,04000US34,New Jersey,115815,105840,4015146,2.64,1.58476E+12,"March 21st, 2020",04000US34,New Jersey
3/21/2020,3/14/2020,04000US55,Wisconsin,51031,43607,2851929,1.53,1.58476E+12,"March 21st, 2020",04000US55,Wisconsin
3/14/2020,3/7/2020,04000US08,Colorado,2321,21260,2650335,0.8,1.58416E+12,"March 14th, 2020",04000US08,Colorado
3/14/2020,3/7/2020,04000US22,Louisiana,2255,13987,1892522,0.74,1.58416E+12,"March 14th, 2020",04000US22,Louisiana
3/14/2020,3/7/2020,04000US27,Minnesota,4010,61781,2859937,2.16,1.58416E+12,"March 14th, 2020",04000US27,Minnesota
3/14/2020,3/7/2020,04000US34,New Jersey,9467,104283,4015146,2.6,1.58416E+12,"March 14th, 2020",04000US34,New Jersey
3/14/2020,3/7/2020,04000US55,Wisconsin,5190,40738,2851929,1.43,1.58416E+12,"March 14th, 2020",04000US55,Wisconsin
3/7/2020,2/29/2020,04000US08,Colorado,1865,22908,2650335,0.86,1.58356E+12,"March 7th, 2020",04000US08,Colorado
3/7/2020,2/29/2020,04000US22,Louisiana,1698,14199,1892522,0.75,1.58356E+12,"March 7th, 2020",04000US22,Louisiana
3/7/2020,2/29/2020,04000US27,Minnesota,3488,62767,2859937,2.19,1.58356E+12,"March 7th, 2020",04000US27,Minnesota
3/7/2020,2/29/2020,04000US34,New Jersey,7996,107646,4015146,2.68,1.58356E+12,"March 7th, 2020",04000US34,New Jersey
3/7/2020,2/29/2020,04000US55,Wisconsin,5052,42337,2851929,1.48,1.58356E+12,"March 7th, 2020",04000US55,Wisconsin
2/29/2020,2/22/2020,04000US08,Colorado,1681,22409,2650335,0.85,1.58295E+12,"February 29th, 2020",04000US08,Colorado
2/29/2020,2/22/2020,04000US22,Louisiana,1509,15289,1892522,0.81,1.58295E+12,"February 29th, 2020",04000US22,Louisiana
2/29/2020,2/22/2020,04000US27,Minnesota,3410,61696,2859937,2.16,1.58295E+12,"February 29th, 2020",04000US27,Minnesota
2/29/2020,2/22/2020,04000US34,New Jersey,7773,110902,4015146,2.76,1.58295E+12,"February 29th, 2020",04000US34,New Jersey
2/29/2020,2/22/2020,04000US55,Wisconsin,5658,43574,2851929,1.53,1.58295E+12,"February 29th, 2020",04000US55,Wisconsin
2/22/2020,2/15/2020,04000US08,Colorado,1862,23694,2650335,0.89,1.58235E+12,"February 22nd, 2020",04000US08,Colorado
2/22/2020,2/15/2020,04000US22,Louisiana,1798,14640,1892522,0.77,1.58235E+12,"February 22nd, 2020",04000US22,Louisiana
2/22/2020,2/15/2020,04000US27,Minnesota,3539,62200,2859937,2.17,1.58235E+12,"February 22nd, 2020",04000US27,Minnesota
2/22/2020,2/15/2020,04000US34,New Jersey,8396,109265,4015146,2.72,1.58235E+12,"February 22nd, 2020",04000US34,New Jersey
2/22/2020,2/15/2020,04000US55,Wisconsin,6098,43996,2851929,1.54,1.58235E+12,"February 22nd, 2020",04000US55,Wisconsin
2/15/2020,2/8/2020,04000US08,Colorado,2209,22076,2650335,0.83,1.58174E+12,"February 15th, 2020",04000US08,Colorado
2/15/2020,2/8/2020,04000US22,Louisiana,1739,15057,1892522,0.8,1.58174E+12,"February 15th, 2020",04000US22,Louisiana
2/15/2020,2/8/2020,04000US27,Minnesota,3641,63956,2859937,2.24,1.58174E+12,"February 15th, 2020",04000US27,Minnesota
2/15/2020,2/8/2020,04000US34,New Jersey,8550,110016,4015146,2.74,1.58174E+12,"February 15th, 2020",04000US34,New Jersey
2/15/2020,2/8/2020,04000US55,Wisconsin,5808,44163,2851929,1.55,1.58174E+12,"February 15th, 2020",04000US55,Wisconsin
2/8/2020,2/1/2020,04000US08,Colorado,2482,22881,2650335,0.86,1.58114E+12,"February 8th, 2020",04000US08,Colorado
2/8/2020,2/1/2020,04000US22,Louisiana,1805,15051,1892522,0.8,1.58114E+12,"February 8th, 2020",04000US22,Louisiana
2/8/2020,2/1/2020,04000US27,Minnesota,4108,64105,2859937,2.24,1.58114E+12,"February 8th, 2020",04000US27,Minnesota
2/8/2020,2/1/2020,04000US34,New Jersey,9288,109931,4015146,2.74,1.58114E+12,"February 8th, 2020",04000US34,New Jersey
2/8/2020,2/1/2020,04000US55,Wisconsin,6579,44477,2851929,1.56,1.58114E+12,"February 8th, 2020",04000US55,Wisconsin
2/1/2020,1/25/2020,04000US08,Colorado,2049,21560,2650335,0.81,1.58053E+12,"February 1st, 2020",04000US08,Colorado
2/1/2020,1/25/2020,04000US22,Louisiana,2058,16189,1892522,0.86,1.58053E+12,"February 1st, 2020",04000US22,Louisiana
2/1/2020,1/25/2020,04000US27,Minnesota,3700,62189,2859937,2.17,1.58053E+12,"February 1st, 2020",04000US27,Minnesota
2/1/2020,1/25/2020,04000US34,New Jersey,8304,110022,4015146,2.74,1.58053E+12,"February 1st, 2020",04000US34,New Jersey
2/1/2020,1/25/2020,04000US55,Wisconsin,6280,44425,2851929,1.56,1.58053E+12,"February 1st, 2020",04000US55,Wisconsin
1/25/2020,1/18/2020,04000US08,Colorado,2164,22738,2650335,0.86,1.57993E+12,"January 25th, 2020",04000US08,Colorado
1/25/2020,1/18/2020,04000US22,Louisiana,1878,15500,1892522,0.82,1.57993E+12,"January 25th, 2020",04000US22,Louisiana
1/25/2020,1/18/2020,04000US27,Minnesota,3931,61704,2859937,2.16,1.57993E+12,"January 25th, 2020",04000US27,Minnesota
1/25/2020,1/18/2020,04000US34,New Jersey,9325,107082,4015146,2.67,1.57993E+12,"January 25th, 2020",04000US34,New Jersey
1/25/2020,1/18/2020,04000US55,Wisconsin,6134,44077,2851929,1.55,1.57993E+12,"January 25th, 2020",04000US55,Wisconsin
1/18/2020,1/11/2020,04000US08,Colorado,2522,21104,2650335,0.8,1.57932E+12,"January 18th, 2020",04000US08,Colorado
1/18/2020,1/11/2020,04000US22,Louisiana,2008,16076,1892522,0.85,1.57932E+12,"January 18th, 2020",04000US22,Louisiana
1/18/2020,1/11/2020,04000US27,Minnesota,4463,62628,2859937,2.19,1.57932E+12,"January 18th, 2020",04000US27,Minnesota
1/18/2020,1/11/2020,04000US34,New Jersey,10728,108425,4015146,2.7,1.57932E+12,"January 18th, 2020",04000US34,New Jersey
1/18/2020,1/11/2020,04000US55,Wisconsin,6388,44776,2851929,1.57,1.57932E+12,"January 18th, 2020",04000US55,Wisconsin
1/11/2020,1/4/2020,04000US08,Colorado,3001,21492,2650335,0.81,1.57872E+12,"January 11th, 2020",04000US08,Colorado
1/11/2020,1/4/2020,04000US22,Louisiana,2521,15957,1892522,0.84,1.57872E+12,"January 11th, 2020",04000US22,Louisiana
1/11/2020,1/4/2020,04000US27,Minnesota,5933,66377,2859937,2.32,1.57872E+12,"January 11th, 2020",04000US27,Minnesota
1/11/2020,1/4/2020,04000US34,New Jersey,13469,120461,4015146,3,1.57872E+12,"January 11th, 2020",04000US34,New Jersey
1/11/2020,1/4/2020,04000US55,Wisconsin,8255,53305,2851929,1.87,1.57872E+12,"January 11th, 2020",04000US55,Wisconsin
1/4/2020,12/28/2019,04000US08,Colorado,2431,21391,2635231,0.81,1.57811E+12,"January 4th, 2020",04000US08,Colorado
1/4/2020,12/28/2019,04000US22,Louisiana,1658,16553,1890973,0.88,1.57811E+12,"January 4th, 2020",04000US22,Louisiana
1/4/2020,12/28/2019,04000US27,Minnesota,7293,68226,2853412,2.39,1.57811E+12,"January 4th, 2020",04000US27,Minnesota
1/4/2020,12/28/2019,04000US34,New Jersey,15325,111335,4007202,2.78,1.57811E+12,"January 4th, 2020",04000US34,New Jersey
1/4/2020,12/28/2019,04000US55,Wisconsin,12854,49605,2848173,1.74,1.57811E+12,"January 4th, 2020",04000US55,Wisconsin
12/28/2019,12/21/2019,04000US08,Colorado,1723,18779,2635231,0.71,1.57751E+12,"December 28th, 2019",04000US08,Colorado
12/28/2019,12/21/2019,04000US22,Louisiana,1469,15270,1890973,0.81,1.57751E+12,"December 28th, 2019",04000US22,Louisiana
12/28/2019,12/21/2019,04000US27,Minnesota,6163,54605,2853412,1.91,1.57751E+12,"December 28th, 2019",04000US27,Minnesota
12/28/2019,12/21/2019,04000US34,New Jersey,22855,89248,4007202,2.23,1.57751E+12,"December 28th, 2019",04000US34,New Jersey
12/28/2019,12/21/2019,04000US55,Wisconsin,10483,36158,2848173,1.27,1.57751E+12,"December 28th, 2019",04000US55,Wisconsin
12/21/2019,12/14/2019,04000US08,Colorado,2360,19837,2635231,0.75,1.5769E+12,"December 21st, 2019",04000US08,Colorado
12/21/2019,12/14/2019,04000US22,Louisiana,2218,15358,1890973,0.81,1.5769E+12,"December 21st, 2019",04000US22,Louisiana
12/21/2019,12/14/2019,04000US27,Minnesota,6816,53647,2853412,1.88,1.5769E+12,"December 21st, 2019",04000US27,Minnesota
12/21/2019,12/14/2019,04000US34,New Jersey,13001,89206,4007202,2.23,1.5769E+12,"December 21st, 2019",04000US34,New Jersey
12/21/2019,12/14/2019,04000US55,Wisconsin,7776,35984,2848173,1.26,1.5769E+12,"December 21st, 2019",04000US55,Wisconsin
12/14/2019,12/7/2019,04000US08,Colorado,2279,19433,2635231,0.74,1.5763E+12,"December 14th, 2019",04000US08,Colorado
12/14/2019,12/7/2019,04000US22,Louisiana,2227,14705,1890973,0.78,1.5763E+12,"December 14th, 2019",04000US22,Louisiana
12/14/2019,12/7/2019,04000US27,Minnesota,6797,49460,2853412,1.73,1.5763E+12,"December 14th, 2019",04000US27,Minnesota
12/14/2019,12/7/2019,04000US34,New Jersey,10806,85764,4007202,2.14,1.5763E+12,"December 14th, 2019",04000US34,New Jersey
12/14/2019,12/7/2019,04000US55,Wisconsin,6794,33276,2848173,1.17,1.5763E+12,"December 14th, 2019",04000US55,Wisconsin
12/7/2019,11/30/2019,04000US08,Colorado,3162,19664,2635231,0.75,1.57569E+12,"December 7th, 2019",04000US08,Colorado
12/7/2019,11/30/2019,04000US22,Louisiana,2448,14563,1890973,0.77,1.57569E+12,"December 7th, 2019",04000US22,Louisiana
12/7/2019,11/30/2019,04000US27,Minnesota,9159,50034,2853412,1.75,1.57569E+12,"December 7th, 2019",04000US27,Minnesota
12/7/2019,11/30/2019,04000US34,New Jersey,12463,87903,4007202,2.19,1.57569E+12,"December 7th, 2019",04000US34,New Jersey
12/7/2019,11/30/2019,04000US55,Wisconsin,10564,37499,2848173,1.32,1.57569E+12,"December 7th, 2019",04000US55,Wisconsin
11/30/2019,11/23/2019,04000US08,Colorado,1910,17224,2635231,0.65,1.57509E+12,"November 30th, 2019",04000US08,Colorado
11/30/2019,11/23/2019,04000US22,Louisiana,1507,14451,1890973,0.76,1.57509E+12,"November 30th, 2019",04000US22,Louisiana
11/30/2019,11/23/2019,04000US27,Minnesota,5563,39441,2853412,1.38,1.57509E+12,"November 30th, 2019",04000US27,Minnesota
11/30/2019,11/23/2019,04000US34,New Jersey,9149,78017,4007202,1.95,1.57509E+12,"November 30th, 2019",04000US34,New Jersey
11/30/2019,11/23/2019,04000US55,Wisconsin,8129,27603,2848173,0.97,1.57509E+12,"November 30th, 2019",04000US55,Wisconsin
11/23/2019,11/16/2019,04000US08,Colorado,2302,17971,2635231,0.68,1.57449E+12,"November 23rd, 2019",04000US08,Colorado
11/23/2019,11/16/2019,04000US22,Louisiana,1903,13955,1890973,0.74,1.57449E+12,"November 23rd, 2019",04000US22,Louisiana
11/23/2019,11/16/2019,04000US27,Minnesota,7297,38348,2853412,1.34,1.57449E+12,"November 23rd, 2019",04000US27,Minnesota
11/23/2019,11/16/2019,04000US34,New Jersey,9523,79682,4007202,1.99,1.57449E+12,"November 23rd, 2019",04000US34,New Jersey
11/23/2019,11/16/2019,04000US55,Wisconsin,7396,26913,2848173,0.94,1.57449E+12,"November 23rd, 2019",04000US55,Wisconsin
11/16/2019,11/9/2019,04000US08,Colorado,2141,17887,2635231,0.68,1.57388E+12,"November 16th, 2019",04000US08,Colorado
11/16/2019,11/9/2019,04000US22,Louisiana,2102,13675,1890973,0.72,1.57388E+12,"November 16th, 2019",04000US22,Louisiana
11/16/2019,11/9/2019,04000US27,Minnesota,7476,31618,2853412,1.11,1.57388E+12,"November 16th, 2019",04000US27,Minnesota
11/16/2019,11/9/2019,04000US34,New Jersey,8978,78801,4007202,1.97,1.57388E+12,"November 16th, 2019",04000US34,New Jersey
11/16/2019,11/9/2019,04000US55,Wisconsin,6642,23174,2848173,0.81,1.57388E+12,"November 16th, 2019",04000US55,Wisconsin
11/9/2019,11/2/2019,04000US08,Colorado,2318,16845,2635231,0.64,1.57328E+12,"November 9th, 2019",04000US08,Colorado
11/9/2019,11/2/2019,04000US22,Louisiana,2272,13410,1890973,0.71,1.57328E+12,"November 9th, 2019",04000US22,Louisiana
11/9/2019,11/2/2019,04000US27,Minnesota,6032,27415,2853412,0.96,1.57328E+12,"November 9th, 2019",04000US27,Minnesota
11/9/2019,11/2/2019,04000US34,New Jersey,12747,75018,4007202,1.87,1.57328E+12,"November 9th, 2019",04000US34,New Jersey
11/9/2019,11/2/2019,04000US55,Wisconsin,5847,22085,2848173,0.78,1.57328E+12,"November 9th, 2019",04000US55,Wisconsin
11/2/2019,10/26/2019,04000US08,Colorado,3112,16374,2635231,0.62,1.57267E+12,"November 2nd, 2019",04000US08,Colorado
11/2/2019,10/26/2019,04000US22,Louisiana,1762,13852,1890973,0.73,1.57267E+12,"November 2nd, 2019",04000US22,Louisiana
11/2/2019,10/26/2019,04000US27,Minnesota,3915,24507,2853412,0.86,1.57267E+12,"November 2nd, 2019",04000US27,Minnesota
11/2/2019,10/26/2019,04000US34,New Jersey,7550,72909,4007202,1.82,1.57267E+12,"November 2nd, 2019",04000US34,New Jersey
11/2/2019,10/26/2019,04000US55,Wisconsin,4827,20121,2848173,0.71,1.57267E+12,"November 2nd, 2019",04000US55,Wisconsin
10/26/2019,10/19/2019,04000US08,Colorado,1849,16182,2635231,0.61,1.57206E+12,"October 26th, 2019",04000US08,Colorado
10/26/2019,10/19/2019,04000US22,Louisiana,1867,13445,1890973,0.71,1.57206E+12,"October 26th, 2019",04000US22,Louisiana
10/26/2019,10/19/2019,04000US27,Minnesota,3309,23431,2853412,0.82,1.57206E+12,"October 26th, 2019",04000US27,Minnesota
10/26/2019,10/19/2019,04000US34,New Jersey,7990,72947,4007202,1.82,1.57206E+12,"October 26th, 2019",04000US34,New Jersey
10/26/2019,10/19/2019,04000US55,Wisconsin,3911,19430,2848173,0.68,1.57206E+12,"October 26th, 2019",04000US55,Wisconsin
10/19/2019,10/12/2019,04000US08,Colorado,1879,15647,2635231,0.59,1.57146E+12,"October 19th, 2019",04000US08,Colorado
10/19/2019,10/12/2019,04000US22,Louisiana,1792,13383,1890973,0.71,1.57146E+12,"October 19th, 2019",04000US22,Louisiana
10/19/2019,10/12/2019,04000US27,Minnesota,2836,22621,2853412,0.79,1.57146E+12,"October 19th, 2019",04000US27,Minnesota
10/19/2019,10/12/2019,04000US34,New Jersey,7482,71216,4007202,1.78,1.57146E+12,"October 19th, 2019",04000US34,New Jersey
10/19/2019,10/12/2019,04000US55,Wisconsin,3536,18962,2848173,0.67,1.57146E+12,"October 19th, 2019",04000US55,Wisconsin
10/12/2019,10/5/2019,04000US08,Colorado,2002,14966,2635231,0.57,1.57085E+12,"October 12th, 2019",04000US08,Colorado
10/12/2019,10/5/2019,04000US22,Louisiana,2069,13420,1890973,0.71,1.57085E+12,"October 12th, 2019",04000US22,Louisiana
10/12/2019,10/5/2019,04000US27,Minnesota,2953,22904,2853412,0.8,1.57085E+12,"October 12th, 2019",04000US27,Minnesota
10/12/2019,10/5/2019,04000US34,New Jersey,7706,71529,3995886,1.79,1.57085E+12,"October 12th, 2019",04000US34,New Jersey
10/12/2019,10/5/2019,04000US55,Wisconsin,3888,19041,2848173,0.67,1.57085E+12,"October 12th, 2019",04000US55,Wisconsin
10/5/2019,9/28/2019,04000US08,Colorado,1967,15426,2620560,0.59,1.57025E+12,"October 5th, 2019",04000US08,Colorado
10/5/2019,9/28/2019,04000US22,Louisiana,1961,14153,1887439,0.75,1.57025E+12,"October 5th, 2019",04000US22,Louisiana
10/5/2019,9/28/2019,04000US27,Minnesota,2795,22020,2849124,0.77,1.57025E+12,"October 5th, 2019",04000US27,Minnesota
10/5/2019,9/28/2019,04000US34,New Jersey,7721,71660,3995886,1.79,1.57025E+12,"October 5th, 2019",04000US34,New Jersey
10/5/2019,9/28/2019,04000US55,Wisconsin,3773,18508,2845276,0.65,1.57025E+12,"October 5th, 2019",04000US55,Wisconsin
9/28/2019,9/21/2019,04000US08,Colorado,1429,15283,2620560,0.58,1.56964E+12,"September 28th, 2019",04000US08,Colorado
9/28/2019,9/21/2019,04000US22,Louisiana,1612,14054,1887439,0.74,1.56964E+12,"September 28th, 2019",04000US22,Louisiana
9/28/2019,9/21/2019,04000US27,Minnesota,2440,21834,2849124,0.77,1.56964E+12,"September 28th, 2019",04000US27,Minnesota
9/28/2019,9/21/2019,04000US34,New Jersey,6699,72053,3995886,1.8,1.56964E+12,"September 28th, 2019",04000US34,New Jersey
9/28/2019,9/21/2019,04000US55,Wisconsin,2993,18491,2845276,0.65,1.56964E+12,"September 28th, 2019",04000US55,Wisconsin
9/21/2019,9/14/2019,04000US08,Colorado,1418,15379,2620560,0.59,1.56904E+12,"September 21st, 2019",04000US08,Colorado
9/21/2019,9/14/2019,04000US22,Louisiana,1653,14515,1887439,0.77,1.56904E+12,"September 21st, 2019",04000US22,Louisiana
9/21/2019,9/14/2019,04000US27,Minnesota,2650,22327,2849124,0.78,1.56904E+12,"September 21st, 2019",04000US27,Minnesota
9/21/2019,9/14/2019,04000US34,New Jersey,6718,73417,3995886,1.84,1.56904E+12,"September 21st, 2019",04000US34,New Jersey
9/21/2019,9/14/2019,04000US55,Wisconsin,3151,18955,2845276,0.67,1.56904E+12,"September 21st, 2019",04000US55,Wisconsin
9/14/2019,9/7/2019,04000US08,Colorado,1467,15597,2620560,0.6,1.56843E+12,"September 14th, 2019",04000US08,Colorado
9/14/2019,9/7/2019,04000US22,Louisiana,1806,14792,1887439,0.78,1.56843E+12,"September 14th, 2019",04000US22,Louisiana
9/14/2019,9/7/2019,04000US27,Minnesota,2664,22704,2849124,0.8,1.56843E+12,"September 14th, 2019",04000US27,Minnesota
9/14/2019,9/7/2019,04000US34,New Jersey,7455,83934,3995886,2.1,1.56843E+12,"September 14th, 2019",04000US34,New Jersey
9/14/2019,9/7/2019,04000US55,Wisconsin,3594,20411,2845276,0.72,1.56843E+12,"September 14th, 2019",04000US55,Wisconsin
9/7/2019,8/31/2019,04000US08,Colorado,1465,15460,2620560,0.59,1.56783E+12,"September 7th, 2019",04000US08,Colorado
9/7/2019,8/31/2019,04000US22,Louisiana,1683,15215,1887439,0.81,1.56783E+12,"September 7th, 2019",04000US22,Louisiana
9/7/2019,8/31/2019,04000US27,Minnesota,2413,23158,2849124,0.81,1.56783E+12,"September 7th, 2019",04000US27,Minnesota
9/7/2019,8/31/2019,04000US34,New Jersey,6658,92978,3995886,2.33,1.56783E+12,"September 7th, 2019",04000US34,New Jersey
9/7/2019,8/31/2019,04000US55,Wisconsin,3826,23006,2845276,0.81,1.56783E+12,"September 7th, 2019",04000US55,Wisconsin
8/31/2019,8/24/2019,04000US08,Colorado,1510,15947,2620560,0.61,1.56722E+12,"August 31st, 2019",04000US08,Colorado
8/31/2019,8/24/2019,04000US22,Louisiana,1881,15678,1887439,0.83,1.56722E+12,"August 31st, 2019",04000US22,Louisiana
8/31/2019,8/24/2019,04000US27,Minnesota,2216,23412,2849124,0.82,1.56722E+12,"August 31st, 2019",04000US27,Minnesota
8/31/2019,8/24/2019,04000US34,New Jersey,7103,94789,3995886,2.37,1.56722E+12,"August 31st, 2019",04000US34,New Jersey
8/31/2019,8/24/2019,04000US55,Wisconsin,3787,23279,2845276,0.82,1.56722E+12,"August 31st, 2019",04000US55,Wisconsin
8/24/2019,8/17/2019,04000US08,Colorado,1486,16298,2620560,0.62,1.56662E+12,"August 24th, 2019",04000US08,Colorado
8/24/2019,8/17/2019,04000US22,Louisiana,1972,16141,1887439,0.86,1.56662E+12,"August 24th, 2019",04000US22,Louisiana
8/24/2019,8/17/2019,04000US27,Minnesota,2139,24134,2849124,0.85,1.56662E+12,"August 24th, 2019",04000US27,Minnesota
8/24/2019,8/17/2019,04000US34,New Jersey,7746,95509,3995886,2.39,1.56662E+12,"August 24th, 2019",04000US34,New Jersey
8/24/2019,8/17/2019,04000US55,Wisconsin,3190,24157,2845276,0.85,1.56662E+12,"August 24th, 2019",04000US55,Wisconsin
8/17/2019,8/10/2019,04000US08,Colorado,1471,16765,2620560,0.64,1.56601E+12,"August 17th, 2019",04000US08,Colorado
8/17/2019,8/10/2019,04000US22,Louisiana,1994,16787,1887439,0.89,1.56601E+12,"August 17th, 2019",04000US22,Louisiana
8/17/2019,8/10/2019,04000US27,Minnesota,2175,25429,2849124,0.89,1.56601E+12,"August 17th, 2019",04000US27,Minnesota
8/17/2019,8/10/2019,04000US34,New Jersey,7541,94922,3995886,2.38,1.56601E+12,"August 17th, 2019",04000US34,New Jersey
8/17/2019,8/10/2019,04000US55,Wisconsin,3369,25087,2845276,0.88,1.56601E+12,"August 17th, 2019",04000US55,Wisconsin
8/10/2019,8/3/2019,04000US08,Colorado,1542,16862,2620560,0.64,1.56541E+12,"August 10th, 2019",04000US08,Colorado
8/10/2019,8/3/2019,04000US22,Louisiana,2081,17513,1887439,0.93,1.56541E+12,"August 10th, 2019",04000US22,Louisiana
8/10/2019,8/3/2019,04000US27,Minnesota,2297,26040,2849124,0.91,1.56541E+12,"August 10th, 2019",04000US27,Minnesota
8/10/2019,8/3/2019,04000US34,New Jersey,8224,95093,3995886,2.38,1.56541E+12,"August 10th, 2019",04000US34,New Jersey
8/10/2019,8/3/2019,04000US55,Wisconsin,3833,25799,2845276,0.91,1.56541E+12,"August 10th, 2019",04000US55,Wisconsin
8/3/2019,7/27/2019,04000US08,Colorado,1512,17233,2620560,0.66,1.5648E+12,"August 3rd, 2019",04000US08,Colorado
8/3/2019,7/27/2019,04000US22,Louisiana,2126,18179,1887439,0.96,1.5648E+12,"August 3rd, 2019",04000US22,Louisiana
8/3/2019,7/27/2019,04000US27,Minnesota,2071,25834,2849124,0.91,1.5648E+12,"August 3rd, 2019",04000US27,Minnesota
8/3/2019,7/27/2019,04000US34,New Jersey,8205,95886,3995886,2.4,1.5648E+12,"August 3rd, 2019",04000US34,New Jersey
8/3/2019,7/27/2019,04000US55,Wisconsin,3702,25235,2845276,0.89,1.5648E+12,"August 3rd, 2019",04000US55,Wisconsin
7/27/2019,7/20/2019,04000US08,Colorado,1460,16994,2620560,0.65,1.5642E+12,"July 27th, 2019",04000US08,Colorado
7/27/2019,7/20/2019,04000US22,Louisiana,2022,17740,1887439,0.94,1.5642E+12,"July 27th, 2019",04000US22,Louisiana
7/27/2019,7/20/2019,04000US27,Minnesota,2099,26171,2849124,0.92,1.5642E+12,"July 27th, 2019",04000US27,Minnesota
7/27/2019,7/20/2019,04000US34,New Jersey,7265,96801,3995886,2.42,1.5642E+12,"July 27th, 2019",04000US34,New Jersey
7/27/2019,7/20/2019,04000US55,Wisconsin,3427,25635,2845276,0.9,1.5642E+12,"July 27th, 2019",04000US55,Wisconsin
7/20/2019,7/13/2019,04000US08,Colorado,1506,17249,2620560,0.66,1.5636E+12,"July 20th, 2019",04000US08,Colorado
7/20/2019,7/13/2019,04000US22,Louisiana,2349,17688,1887439,0.94,1.5636E+12,"July 20th, 2019",04000US22,Louisiana
7/20/2019,7/13/2019,04000US27,Minnesota,2336,26745,2849124,0.94,1.5636E+12,"July 20th, 2019",04000US27,Minnesota
7/20/2019,7/13/2019,04000US34,New Jersey,8070,97560,3995886,2.44,1.5636E+12,"July 20th, 2019",04000US34,New Jersey
7/20/2019,7/13/2019,04000US55,Wisconsin,3441,26526,2845276,0.93,1.5636E+12,"July 20th, 2019",04000US55,Wisconsin
7/13/2019,7/6/2019,04000US08,Colorado,1809,16974,2620560,0.65,1.56299E+12,"July 13th, 2019",04000US08,Colorado
7/13/2019,7/6/2019,04000US22,Louisiana,2410,17408,1887439,0.92,1.56299E+12,"July 13th, 2019",04000US22,Louisiana
7/13/2019,7/6/2019,04000US27,Minnesota,4095,30143,2849124,1.06,1.56299E+12,"July 13th, 2019",04000US27,Minnesota
7/13/2019,7/6/2019,04000US34,New Jersey,8910,98783,3995886,2.47,1.56299E+12,"July 13th, 2019",04000US34,New Jersey
7/13/2019,7/6/2019,04000US55,Wisconsin,5475,29809,2845276,1.05,1.56299E+12,"July 13th, 2019",04000US55,Wisconsin
7/6/2019,6/29/2019,04000US08,Colorado,1450,17305,2605045,0.66,1.56239E+12,"July 6th, 2019",04000US08,Colorado
7/6/2019,6/29/2019,04000US22,Louisiana,1844,17097,1882518,0.91,1.56239E+12,"July 6th, 2019",04000US22,Louisiana
7/6/2019,6/29/2019,04000US27,Minnesota,3189,26460,2841346,0.93,1.56239E+12,"July 6th, 2019",04000US27,Minnesota
7/6/2019,6/29/2019,04000US34,New Jersey,12612,87044,3986579,2.18,1.56239E+12,"July 6th, 2019",04000US34,New Jersey
7/6/2019,6/29/2019,04000US55,Wisconsin,5609,24961,2839742,0.88,1.56239E+12,"July 6th, 2019",04000US55,Wisconsin
6/29/2019,6/22/2019,04000US08,Colorado,1355,16960,2605045,0.65,1.56178E+12,"June 29th, 2019",04000US08,Colorado
